1383468287,471.97,471.81,469.41,18913.17022684,430,471.8,1384078962
1383468348,471.97,471.29,469.34,18975.08782035,430,471.29,1384079023
1383468409,471.97,470,469.18,18985.20123659,430,470,1384079084
1383468466,471.97,471.36,471.3,19003.22234426,430,471.36,1384079141
1383468523,471.97,471.71,471.7,19009.39881042,430,471.71,1384079198
1383468587,471.97,471.97,471.86,18999.06946624,430,471.97,1384079262
1383468643,471.84,471.84,471.84,19020.80380384,430,471.86,1384079318
1383468704,471.76,471.76,471.71,19092.05666195,430,471.76,1384079379
1383468763,471.71,471.71,470,18862.22121987,430,470.94,1384079438
1383468828,469,468.39,468.39,18721.18906373,430,469,1384079503
1383468898,468.4,468,467.92,18690.77331374,430,467.99,1384079573
1383468958,468,467.89,467.89,18475.94194246,430,467.9,1384079633
1383469010,468,467.29,467.29,18471.46773094,430,467.3,1384079685
1383469127,468,467.28,467,18461.26462757,430,467.28,1384079802
1383469185,468,465,465.1,18452.37943421,430,466.98,1384079860
1383469305,468,466.97,466.8,18381.06369148,430,466.96,1384079980
1383469367,468,466.8,466.8,18385.26701291,430,466.97,1384080042
1383469432,468,465.07,465.1,18385.18540279,430,466.8,1384080107
1383469491,468,465.07,465.08,18385.18540279,430,466.8,1384080166
1383469552,468,466.99,465.06,18397.84513551,430,466.8,1384080227
1383469669,468,465.04,465.05,18392.68847634,430,465.4,1384080344
1383469728,468,465,465,18371.53154112,430,465.04,1384080403
1383469788,468,465.04,465.03,18337.72549292,430,465.04,1384080463
1383469848,468,465.03,465,18332.15062623,430,465.03,1384080523
1383469906,468,468,465.04,18307.52865183,430,466.63,1384080581
1383469968,468,465.03,465.04,18297.00487505,430,466.69,1384080643
1383470019,468,465.02,465.01,18296.39740669,430,465.02,1384080694
1383470077,468,466.77,465.02,18318.98672785,430,466.7,1384080752
1383470146,468,466.77,465.01,18428.17735145,430,466.77,1384080821
1383470213,468,465,465,18428.15144754,430,466.78,1384080888
1383470270,468,465,465,18428.10736837,430,466,1384080945
1383470328,468,464.69,464.7,18428.20748247,430,466.8,1384081003
1383470387,468,464.67,464.67,18438.15841432,430,466.98,1384081062
1383470446,468,468,464.65,18458.47250506,430,466.98,1384081121
1383470512,468,466.8,465.94,18400.03901356,430,466.8,1384081187
1383470563,468,466.99,466.8,18413.69043241,430,466.98,1384081238
1383470631,468,467,466.99,18525.0816436,430,467,1384081306
1383470691,468,466.8,466.8,18529.38195179,430,466.99,1384081366
1383470749,468,466.8,465.99,18557.80297121,430,466.8,1384081424
1383470808,468,465.98,465.99,18569.65530651,430,466.99,1384081483
1383470870,468,466.49,465.98,18580.40561829,430,466.99,1384081545
1383470935,468,466.99,466.8,18582.11266382,430,466.99,1384081610
1383470995,468,466.99,466.81,18582.11266382,430,466.99,1384081670
1383471053,468,467,466.8,18585.53259242,430,467,1384081728
1383471112,468,467,466.8,18586.62295242,430,467,1384081787
1383471169,468,467,466.8,18599.18158343,430,467,1384081844
1383471232,468,466.49,466.49,18623.51873092,430,467,1384081907
1383471291,468,467.51,467.5,18643.7245358,430,467.51,1384081966
1383471348,468,467.81,467.5,18650.90477551,430,467.81,1384082023
1383471803,468,467.81,467.49,18649.62939614,430,467.81,1384082478
1383471817,468,467.82,467.48,18648.29583811,430,467.82,1384082492
1383471832,468,468,467.97,18628.71767297,430,467.99,1384082507
1383471895,468,468,467.97,18617.42591112,430,468,1384082570
1383471954,467.97,467.97,467.97,18611.8186151,430,468,1384082629
1383471969,467.97,467.94,467.48,18554.81539016,430,467.94,1384082644
1383472014,467.86,467.48,467.26,18415.05491812,430,467.48,1384082689
1383472075,467.86,467.26,467.26,18425.40355629,430,467.48,1384082750
1383472133,467.86,467.26,467.26,18431.16231576,430,467.48,1384082808
1383472199,467.86,467.23,467.26,18458.43165452,430,467.49,1384082874
1383472243,467.86,467.49,467.23,18625.51113045,430,467.49,1384082918
1383472302,467.24,467.24,467.24,18580.66206253,430,467.26,1384082977
1383472360,467.24,467.24,467.24,18580.65459204,430,467.26,1384083035
1383472425,467,467,466.97,18554.57591534,430,467,1384083100
1383472545,466.95,466.95,466.95,18546.92897984,430,466.97,1384083220
1383472611,466.94,466.94,466.94,18568.08357634,430,466.95,1384083286
1383472673,466.7,466.7,466.7,18586.22596159,430,466.84,1384083348
1383472733,466.66,466.64,466.28,18649.71249002,430,466.64,1384083408
1383472792,466.66,466.29,466.29,18684.44790044,430,466.65,1384083467
1383472853,466.66,466.29,466.28,18696.63881458,430,466.29,1384083528
1383472911,466.66,466.29,466.29,18691.77088774,430,466.7,1384083586
1383472969,466.28,466.28,466.28,18658.1743387,430,466.29,1384083644
1383473035,465.94,465.93,465.93,18641.00291522,430,465.99,1384083710
1383473092,465.94,464.85,464.85,18640.81460662,430,465.93,1384083767
1383473156,465,465,464.79,18631.21810364,430,465,1384083831
1383473216,465,464.64,464.64,18617.37634192,430,464.79,1384083891
1383473275,465,464.43,464.43,18616.90859351,430,464.64,1384083950
1383473335,465,464.99,464.64,18646.21929948,430,464.99,1384084010
1383473393,465,465,464.43,18648.50491583,430,464.99,1384084068
1383473446,464.44,464.44,464.43,18768.18761863,430,464.44,1384084121
1383473510,464.44,464.43,464,18809.18637289,430,464.43,1384084185
1383473572,464.01,464.01,464.01,18857.85678387,430,464.05,1384084247
1383473637,463.96,462.79,460.69,18780.8510438,430,462.79,1384084312
1383473696,463.96,462.8,462.79,18807.13303296,430,463,1384084371
1383473754,463.96,462.79,462.79,18835.8188368,430,462.8,1384084429
1383473819,463.96,462.8,460.57,18880.9385435,430,462.8,1384084494
1383473875,463.96,460.54,460.55,18931.84260347,430,462.8,1384084550
1383473932,463.96,462.8,460.53,19010.40288094,430,462.8,1384084607
1383473996,463.96,462.8,460.51,19055.06506273,430,462.13,1384084671
1383474053,463.96,462.13,462.13,19082.14897771,430,462.8,1384084728
1383474113,463.96,462.8,460.5,19106.80230292,430,462.8,1384084788
1383474173,463.96,462.7,462.7,19109.81080495,430,462.8,1384084848
1383474232,463.96,460.12,460.41,19261.48161373,430,462.7,1384084907
1383474292,463.96,460.12,460.11,19272.21359396,430,460.12,1384084967
1383474349,463.96,463,460.1,19264.88798638,430,462.39,1384085024
1383474415,463.96,462,461.63,19263.85131861,430,462,1384085090
1383474474,463.96,462,463.01,19265.21186703,430,463.93,1384085149
1383474532,463.96,462.99,462.99,19271.49836857,430,463.9,1384085207
1383474590,463.96,462.99,462.99,19268.31578266,430,463.9,1384085265
1383474648,463.96,463.22,462.99,19300.72430166,430,463.92,1384085323
1383474713,463.96,463.21,462.99,19310.85285336,430,463.21,1384085388
1383474772,463.96,463.95,463.21,19832.53427059,430,463.95,1384085447
1383474888,463.22,463.21,463.21,19866.02761728,430,463.22,1384085563
1383474954,463.22,463.22,463.22,19864.20772441,430,463.28,1384085629
1383475005,463.16,462.99,462.99,19857.51277883,430,463.22,1384085680
1383475069,463.16,463.16,463.16,19684.76931637,430,463.22,1384085744
1383475134,463,462.99,462.99,19667.07442949,429.65,463,1384085809
1383475191,463,462.99,462.99,19905.48965555,429.65,463,1384085866
1383475251,463,463,462.78,20164.11449872,429.64,463,1384085926
1383475308,463,462.77,462.77,20397.79032059,428,462.92,1384085983
1383475373,463,462,461.93,20392.08835206,428,462,1384086048
1383475433,463,462,462,20395.00712912,428,462.38,1384086108
1383475495,463,460.04,460.04,20392.32751987,428,461.92,1384086170
1383475552,463,461.92,460.02,20400.1563834,427.99,461.92,1384086227
1383475612,463,460,460,20410.84770285,427.99,461.92,1384086287
1383475673,463,460.01,460.01,20410.36042535,427.99,461.92,1384086348
1383475736,463,460,460.01,20428.01886154,427.47,461.92,1384086411
1383475793,463,460,460,20437.09077721,427.37,461,1384086468
1383475852,463,459.9,458.28,20392.48867219,426.98,459.9,1384086527
1383475917,463,459.9,458.28,20390.84342874,426.98,459.9,1384086592
1383475974,463,458.28,458.28,20357.65928986,426.98,459.9,1384086649
1383476032,463,459.9,458.28,20357.174041,426.49,459.89,1384086707
1383476092,463,459.9,459.89,20359.46436573,426.41,459.9,1384086767
1383476156,463,459.89,459.89,20354.20913469,426.41,459.9,1384086831
1383476220,463,459.9,459.89,20353.39433425,426.19,459.9,1384086895
1383476279,463,459.9,459.9,20349.33392928,426.19,459.95,1384086954
1383476336,463,458.27,458.27,20348.40644901,426.19,459.89,1384087011
1383476400,463,459.9,459.89,20485.3253885,425.89,459.9,1384087075
1383476457,463,458.27,457.23,20484.17679162,425.88,458.27,1384087132
1383476514,463,458.27,458.27,20483.40169053,425.88,459.89,1384087189
1383476578,463,459.9,458.27,20482.40664851,425.88,459.9,1384087253
1383476637,463,459.5,459.5,20484.15511814,425.1,459.9,1384087312
1383476699,463,459.5,459.5,20486.22220365,425.1,459.89,1384087374
1383476755,463,457.11,457.1,20484.81289206,424.43,457.11,1384087430
1383476820,463,458.96,457.1,20481.84107651,424.43,458.96,1384087495
1383476874,463,459.94,458.5,20478.47085699,424.43,458.96,1384087549
1383476932,463,459.95,458.97,20478.06446618,424.43,459.94,1384087607
1383476998,463,458.08,458.08,20466.41639538,424.43,458.49,1384087673
1383477052,463,458.03,458.02,20452.38293925,424.43,458.03,1384087727
1383477117,463,457.62,457.08,20451.51932057,424.35,458.03,1384087792
1383477176,463,458,457.62,20377.22998499,424.35,458,1384087851
1383477236,463,458.03,458.03,20362.98986403,424.26,458.97,1384087911
1383477295,463,458.5,458.5,20361.17934881,424.26,458.97,1384087970
1383477359,463,458.5,458.02,20354.24263997,424.26,458.5,1384088034
1383477416,463,458.9,458.5,20378.16430866,424.26,458.9,1384088091
1383477477,463,458.97,458.04,20376.34176855,424.26,458.9,1384088152
1383477534,463,458.97,458.97,20345.84389058,424.26,459,1384088209
1383477597,463,459.97,459.97,20320.87810014,424.26,459.98,1384088272
1383477659,463,458.12,458.2,20312.89645896,424.26,459.98,1384088334
1383477718,463,461.99,461.99,20285.4968947,424.26,462,1384088393
1383477777,463,462.36,461.99,20278.0028452,424.26,462,1384088452
1383477842,463,462.01,462.01,20262.39156497,424.26,462.94,1384088517
1383477899,463,462.01,462.01,20259.40612431,424.26,462.95,1384088574
1383477956,463,462.98,462,20258.91107668,424.26,462.98,1384088631
1383478021,463,462,462,20251.23160519,424.26,462.95,1384088696
1383478078,463,462.96,462,20253.98676657,424.2,462.94,1384088753
1383478142,463,462.98,462,20253.52407371,424.18,462.97,1384088817
1383478201,463,462.98,462.98,20252.30355832,424.18,462.99,1384088876
1383478260,463,462.98,462.98,20250.51230588,424.18,462.99,1384088935
1383478318,463,462.98,462,20250.72718311,424.18,462.98,1384088993
1383478382,463,463,462.99,20258.4022049,423.71,463,1384089057
1383478435,462.98,462.98,462.71,20255.88566462,423.71,462.98,1384089110
1383478494,462.84,462.7,462.7,20263.6657181,423.71,462.83,1384089169
1383478556,462.84,462.7,462.7,20265.91645064,423.71,462.83,1384089231
1383478617,462.84,462.7,462.04,20262.62994311,423.71,462.7,1384089292
1383478680,462.84,462.79,462.7,20261.08353284,423.71,462.79,1384089355
1383478737,462.84,462.7,462.7,20274.74915231,423.71,462.79,1384089412
1383478798,462.84,462.83,462.79,20273.67334888,423.71,462.83,1384089473
1383478857,462.84,462.79,462.79,20279.8997051,423.71,462.84,1384089532
1383478916,462.84,462,462,20278.5113805,423.71,462.84,1384089591
1383478975,462.84,462,462,20284.04538884,423.71,462.84,1384089650
1383479041,462.84,462,462,20283.55034485,423.71,462.84,1384089716
1383479142,462.84,462.84,462,20276.2075875,423.71,462.84,1384089817
1383479211,462.82,462.82,462,20273.22880017,423.71,462.8,1384089886
1383479263,462.82,462,462.01,20253.32506026,423.71,462.82,1384089938
1383479316,462.82,462.22,462.22,20252.31677343,423.71,462.82,1384089991
1383479389,462.82,462.82,462.2,20250.91029602,423.71,462.82,1384090064
1383479445,462.82,462.82,462.81,20249.32929602,423.71,462.82,1384090120
1383479510,462.82,462.81,462.21,20237.56140954,423.71,462.81,1384090185
1383479569,462.82,462.81,462.81,20230.78608872,423.71,462.82,1384090244
1383479628,462.82,462.82,462.81,20229.11562466,423.71,462.82,1384090303
1383479691,462.82,462.2,462.2,20219.11552478,423.71,462.82,1384090366
1383479750,462.2,462.2,462.2,20192.82669073,423.71,462.5,1384090425
1383479810,462.2,462,462,20192.11949744,423.71,462.17,1384090485
